0011;Banco de la Nacion Argentina;Banco;1
0285;Banco Macro S.A.;Banco;1
0301;Banco Piano S.A.;Banco;1
0001;Linea A de Subterraneos;Subte;2
0002;Linea B de Subterraneos;Subte;2
0003;Linea C de Subterraneos;Subte;2
